#{"t_start": 1746155271.0353222, "env_id": "None"}
r,l,t
12.672348,120,15.684457
11.486999,120,15.701923
19.202184,120,15.718254
22.193881,120,15.734385
20.090969,120,15.751739
14.092845,120,15.768751
25.948555,120,15.785255
19.841991,120,15.801822
20.716787,120,15.820859
17.865479,120,15.838011
17.913776,120,15.854862
18.882481,120,15.871409
14.007635,120,15.887554
15.728413,120,15.905148
16.631987,120,15.921674
19.371382,120,15.938684
22.506253,120,15.955041
9.589764,120,15.971146
22.605205,120,15.987654
14.310459,120,16.004813
21.811827,120,16.021764
20.399367,120,16.038239
11.762722,120,16.054633
23.445535,120,16.082095
21.639413,120,16.098786
17.207849,120,16.123128
5.668177,120,16.140642
10.082477,120,16.157771
18.731617,120,16.175088
29.514496,120,16.193881
19.854008,120,16.211605
25.814899,120,16.228696
16.452052,120,16.246477
29.276412,120,16.264197
28.708909,120,16.281386
24.384444,120,16.29794
12.777457,120,16.316754
23.229248,120,16.343106
17.69479,120,16.36004
27.143163,120,16.410889
29.861848,120,16.427039
40.038454,120,16.444389
11.996829,120,16.461152
24.49872,120,16.48269
25.206525,120,16.50175
17.869623,120,16.518658
11.167413,120,16.535585
13.390762,120,16.552606
25.471233,120,16.570312
10.788105,120,16.588507
17.665259,120,16.606733
17.423527,120,16.624923
30.795023,120,16.643055
21.994356,120,16.661272
22.504101,120,16.679045
17.788927,120,16.697097
26.554615,120,16.714097
12.622363,120,16.730785
29.678004,120,16.747753
12.781794,120,16.765503
20.84732,120,16.782952
13.819982,120,16.800718
22.299149,120,16.81844
15.226205,120,16.836132
20.236933,120,16.854237
16.057408,120,16.871817
29.005511,120,16.888941
17.946883,120,16.905994
15.843401,120,16.923224
32.508553,120,16.940426
22.835969,120,16.958942
19.692643,120,16.977083
11.354078,120,16.995201
19.119243,120,17.013255
11.729815,120,17.031351
31.325602,120,17.049298
39.749065,120,17.067316
13.084332,120,17.085654
29.642035,120,17.102832
17.638274,120,17.119937
23.932352,120,17.137318
28.464771,120,17.18737
22.856956,120,17.205994
23.041535,120,17.2241
27.767866,120,17.24214
34.253595,120,17.260282
25.986587,120,17.278356
25.921375,120,17.296382
25.132422,120,17.316028
20.522553,120,17.334379
20.481038,120,17.352596
28.667809,120,17.371174
17.151788,120,17.388323
23.670626,120,17.4054
25.150811,120,17.422436
17.029278,120,17.43966
26.201377,120,17.456339
14.071133,120,17.473638
16.031489,120,17.489874
17.170421,120,17.506477
24.819591,120,17.523104
20.066472,120,17.538961
36.62293,120,17.55505
17.232677,120,17.571081
21.942682,120,17.587083
33.458226,120,17.603174
22.146141,120,17.619095
11.752457,120,17.634696
23.57333,120,17.650236
19.067999,120,17.666161
18.754111,120,17.682124
13.493218,120,17.698065
25.043132,120,17.714472
27.758792,120,17.730616
10.417303,120,17.746729
21.152135,120,17.7628
34.155591,120,17.778678
26.374779,120,17.794182
9.487982,120,17.809772
25.694464,120,17.825333
23.681864,120,17.841088
14.243542,120,17.857
17.992471,120,17.8946
21.077741,120,17.911228
25.129439,120,17.927783
14.143942,120,17.944367
16.911207,120,17.961461
32.057051,120,17.979575
23.553599,120,17.997651
26.19145,120,18.015817
30.879643,120,18.033258
31.973381,120,18.051322
19.317956,120,18.069189
15.963432,120,18.087021
24.167627,120,18.103788
18.239963,120,18.120007
15.104472,120,18.135522
26.110764,120,18.151588
25.501497,120,18.167541
30.491674,120,18.183527
22.827584,120,18.199238
27.144185,120,18.214941
25.844824,120,18.231404
9.561825,120,18.24749
11.939661,120,18.263428
3.744942,120,18.279353
19.566652,120,18.295321
22.486574,120,18.311244
19.003371,120,18.327256
23.83843,120,18.343302
20.76615,120,18.359476
9.94255,120,18.375648
38.913135,120,18.391857
24.124435,120,18.407964
19.401407,120,18.424102
13.356925,120,18.439979
32.158288,120,18.455738
15.263088,120,18.471661
13.731896,120,18.487579
15.982194,120,18.503536
23.345069,120,18.519636
22.761405,120,18.535547
20.385567,120,18.551418
26.491861,120,18.567381
18.51831,120,18.605734
21.808339,120,18.621826
28.103247,120,18.637861
30.640793,120,18.65386
17.247692,120,18.670747
18.957338,120,18.688106
27.790652,120,18.705791
33.156989,120,18.723262
20.407177,120,18.74036
27.699287,120,18.757205
28.980579,120,18.774478
19.270278,120,18.791895
26.265996,120,18.808503
30.448266,120,18.824717
28.336322,120,18.840951
22.408434,120,18.857106
16.462966,120,18.873199
30.796417,120,18.889049
26.934927,120,18.905084
10.376977,120,18.92139
9.553558,120,18.936974
25.388994,120,18.953264
29.316643,120,18.969263
31.474369,120,18.987412
12.050425,120,19.002994
26.732885,120,19.01849
25.480458,120,19.033969
26.382788,120,19.049402
24.836632,120,19.065264
12.337532,120,19.081186
8.034871,120,19.096888
21.751861,120,19.112538
9.48656,120,19.127997
23.580647,120,19.144071
17.299411,120,19.159608
28.532818,120,19.175011
29.374938,120,19.190365
23.596447,120,19.205684
25.459255,120,19.221105
30.204786,120,19.236842
26.011811,120,19.252189
27.662052,120,19.268252
28.078501,120,19.307121
24.006825,120,19.323357
11.598677,120,19.340054
19.037479,120,19.356805
30.31929,120,19.373481
26.181405,120,19.39103
20.425285,120,19.409023
22.26001,120,19.426796
22.645827,120,19.444859
19.507821,120,19.462912
16.039079,120,19.481018
15.916694,120,19.499264
14.128973,120,19.516564
23.871601,120,19.533415
13.086297,120,19.550422
24.44213,120,19.567047
25.200085,120,19.583384
32.521791,120,19.599904
12.749062,120,19.616112
11.979111,120,19.632216
12.184454,120,19.648002
24.408585,120,19.663894
18.815721,120,19.679751
12.33227,120,19.69588
29.697579,120,19.71155
20.078079,120,19.727257
11.842629,120,19.743557
26.03492,120,19.759843
27.806759,120,19.776066
25.121226,120,19.792382
13.219397,120,19.808324
